iter	Logloss
365	0.2179241827
366	0.217744504
367	0.2173322581
368	0.2169789136
369	0.2166147555
370	0.21620689
371	0.215830124
372	0.2153312554
373	0.2149377273
374	0.2146673203
375	0.2142879357
376	0.2138893968
377	0.2136395826
378	0.2135624966
379	0.213262655
380	0.2127753436
381	0.2126032619
382	0.2121459508
383	0.2118961367
384	0.211371341
385	0.2112890179
386	0.210975647
387	0.2105144242
388	0.2101861824
389	0.2096592531
390	0.2092882253
391	0.2088793253
392	0.208598638
393	0.2080395262
394	0.2076579433
395	0.2074601125
396	0.2071349095
397	0.2066956213
398	0.206533432
399	0.206069429
400	0.2059782642
401	0.2054253271
402	0.2053789527
403	0.2051045693
404	0.2047346083
405	0.2044146586
406	0.2041714717
407	0.2038340811
408	0.2034769866
409	0.2031801838
410	0.2027923778
411	0.2024311777
412	0.2019773257
413	0.2016105975
414	0.2014463392
415	0.2009494264
416	0.20061619
417	0.2003358259
418	0.1999908383
419	0.1996986098
420	0.19936859
421	0.1990728055
422	0.1986905437
423	0.1983465421
424	0.197959221
425	0.1975829238
426	0.1973275492
427	0.1970669698
428	0.1967525805
429	0.1964387409
430	0.1961542873
431	0.1958019127
432	0.1955779447
433	0.1952036518
434	0.1949196347
435	0.1946685274
436	0.1942945739
437	0.1940864951
438	0.1938636909
439	0.1936133918
440	0.1933787718
441	0.1931284888
442	0.1926704504
443	0.192352101
444	0.192086139
445	0.1916526213
446	0.1913319927
447	0.1909061044
448	0.1904332597
449	0.1902123791
450	0.1899237229
451	0.1897068994
452	0.1896605411
453	0.189435878
454	0.1891573567
455	0.1889205706
456	0.1885567035
457	0.1883811304
458	0.1880499306
459	0.1878457797
460	0.1875596935
461	0.1872500565
462	0.1868373742
463	0.1865683895
464	0.1863273362
465	0.1859166905
466	0.1856525227
467	0.1854294922
468	0.1851285514
469	0.1848470397
470	0.1843412044
471	0.184032521
472	0.1838122869
473	0.1835322299
474	0.183086266
475	0.1826223923
476	0.1824441683
477	0.1821010719
478	0.1818902614
479	0.1814476272
480	0.1811902806
481	0.1809132463
482	0.180737948
483	0.1804021738
484	0.1801317344
485	0.1797911757
486	0.1794238495
487	0.1791322676
488	0.1788837627
489	0.1786200637
490	0.178481102
491	0.1782346822
492	0.1778423827
493	0.1776407856
494	0.1773187346
495	0.1769124371
496	0.1766340611
497	0.1764931275
498	0.1762882815
499	0.1758664341
500	0.1756419004
501	0.1753180552
502	0.1750859244
503	0.1750568778
504	0.1750045227
505	0.1747289431
506	0.1745534671
507	0.1743414604
508	0.1739265474
509	0.1736000514
510	0.173366094
511	0.1732055535
512	0.1729288586
513	0.1725912256
514	0.172318798
515	0.1719733416
516	0.1716352236
517	0.1714238312
518	0.1711769751
519	0.1708053977
520	0.1707007683
521	0.1704824577
522	0.1702486782
523	0.1700786655
524	0.1698175851
525	0.1696730145
526	0.1694743916
527	0.1691509829
528	0.1689964553
529	0.1687103207
530	0.1683884637
531	0.1680810573
532	0.1679246224
533	0.1675845162
534	0.1673032146
535	0.1668977091
536	0.166660519
537	0.1663475845
538	0.166091434
539	0.1658692117
540	0.1656294354
541	0.1655175645
542	0.1652826535
543	0.1651106689
544	0.1647641457
545	0.1645628719
546	0.164238558
547	0.1638360589
548	0.1635910616
549	0.1632983321
550	0.1631000325
551	0.1629349498
552	0.1627051305
553	0.1625178386
554	0.1623414896
555	0.1622341285
556	0.1618820126
557	0.1616750491
558	0.1614627838
559	0.161345595
560	0.1611332974
561	0.1608416024
562	0.1605281668
563	0.1602040145
564	0.1599930909
565	0.1597729861
566	0.159650253
567	0.159374819
568	0.1591579308
569	0.1588598348
570	0.1585930162
571	0.1583968987
572	0.1582016702
573	0.1581175853
574	0.1577806958
575	0.1575930321
576	0.1574750997
577	0.1572321876
578	0.1570473687
579	0.1568353459
580	0.1566089372
581	0.1564230192
582	0.1561812223
583	0.1559053195
584	0.1556658987
585	0.1554766509
586	0.15530444
587	0.1550404177
588	0.1546962544
589	0.154399791
590	0.1543600761
591	0.1541674986
592	0.1539048179
593	0.1536646697
594	0.1534697323
595	0.1532764758
596	0.1530963283
597	0.152913724
598	0.1526313555
599	0.1523729421
600	0.152120073
601	0.1518873441
602	0.1516962375
603	0.1514915531
604	0.1513196008
605	0.1511627456
606	0.1510111922
607	0.1509206093
608	0.1506285263
609	0.1504472636
610	0.1502304077
611	0.149980739
612	0.1498168363
613	0.1495593766
614	0.1492268675
615	0.1490808907
616	0.1488333233
617	0.1487192865
618	0.148521585
619	0.1482015868
620	0.1479701349
621	0.1477171203
622	0.1475704646
623	0.1473852255
624	0.147133213
625	0.1468694331
626	0.1466679977
627	0.1464129949
628	0.1461950722
629	0.1460099624
630	0.1458172394
631	0.1457326533
632	0.1456311274
633	0.1454160658
634	0.1452052068
635	0.1450664876
636	0.1449306779
637	0.1446698237
638	0.1444358987
639	0.1441977064
640	0.1440965038
641	0.1438201646
642	0.1436207173
643	0.1434758396
644	0.1432649968
645	0.1431119402
646	0.1428782415
647	0.1427381968
648	0.142496109
649	0.1422943503
650	0.1420363087
651	0.1418573735
652	0.1417506913
653	0.141541578
654	0.1413850623
655	0.1413201801
656	0.1410961959
657	0.1408912368
658	0.1407561868
659	0.1406258405
660	0.140439179
661	0.1403036602
662	0.1399724443
663	0.1398231215
664	0.139650264
665	0.1394753537
666	0.1393081536
667	0.1391319178
668	0.1391152366
669	0.1389512531
670	0.1388685259
671	0.1386498758
672	0.1385221805
673	0.1383616399
674	0.1382431257
675	0.1380093138
676	0.137814538
677	0.1377286749
678	0.1375945625
679	0.137501652
680	0.137253438
681	0.1370624607
682	0.1368906053
683	0.1366402901
684	0.1364974814
685	0.1363632558
686	0.1362645909
687	0.136102741
688	0.1359705198
689	0.1358950017
690	0.1358471563
691	0.1357162443
692	0.1355146554
693	0.1353314125
694	0.1351318359
695	0.1349131536
696	0.1348532337
697	0.1346439911
698	0.1346272048
699	0.1343892631
700	0.1341857587
701	0.1339559959
702	0.1337040481
703	0.1335554365
704	0.1334126359
705	0.1332508265
706	0.1330831738
707	0.1329054752
708	0.1327065532
709	0.132385755
710	0.1322659476
711	0.132058871
712	0.1318303933
713	0.1315171678
714	0.1314248473
715	0.1312299664
716	0.1311573093
717	0.1310263488
718	0.1307369006
719	0.1305130377
720	0.1303049669
721	0.1301374274
722	0.1299768383
723	0.1297768415
724	0.1296242859
725	0.1295304703
726	0.1293005054
727	0.1290614484
728	0.1288976993
729	0.1286405466
730	0.1284695157
731	0.1283130161
732	0.1281083964
733	0.1278635607
734	0.1277083704
735	0.1274573197
736	0.1272277994
737	0.1269585884
738	0.1267717248
739	0.1266165588
740	0.1264679472
741	0.1263020887
742	0.1260901467
743	0.1260132224
744	0.1256620116
745	0.1255941391
746	0.1253887839
747	0.1252603208
748	0.1251023018
749	0.1249028869
750	0.1247187711
751	0.1245777001
752	0.1243934308
753	0.1243081659
754	0.1241403515
755	0.1239782592
756	0.1238102994
757	0.1236329159
758	0.1235013089
759	0.1233651921
760	0.1231409251
761	0.1229547727
762	0.1227405031
763	0.122636593
764	0.1225507866
765	0.1224316581
766	0.1223248789
767	0.1221915423
768	0.1220496388
769	0.1218369532
770	0.1216926817
771	0.1214658285
772	0.1213441461
773	0.1211472689
774	0.1210350748
775	0.1209361998
776	0.1207603196
777	0.120637829
778	0.12049814
779	0.1203831657
780	0.1202686197
781	0.1201232975
782	0.1200102305
783	0.1198487686
784	0.1196765657
785	0.1194842306
786	0.1193951591
787	0.1192700257
788	0.1191174378
789	0.1189790014
790	0.1188191883
791	0.1185960204
792	0.1184563879
793	0.1182861005
794	0.1180888677
795	0.1180151923
796	0.1178646734
797	0.1178195113
798	0.117678319
799	0.1175310975
800	0.1174487744
801	0.117199332
802	0.1169552722
803	0.1168644145
804	0.1167092808
805	0.1165661569
806	0.1163351334
807	0.116240857
808	0.1161429922
809	0.1159933381
810	0.1158721083
811	0.1156911769
812	0.115572889
813	0.115413488
814	0.1152858815
815	0.1151774778
816	0.1151628737
817	0.1150304342
818	0.1149004354
819	0.1147643671
820	0.1146807105
821	0.1144473836
822	0.1142652156
823	0.1141194732
824	0.1140324221
825	0.1139616724
826	0.113844823
827	0.1137929205
828	0.1137004707
829	0.1135750787
830	0.1134207289
831	0.1133209245
832	0.1132186308
833	0.1130937641
834	0.1129042658
835	0.1127884752
836	0.1126914752
837	0.1126091601
838	0.1124925613
839	0.1123691494
840	0.1122371706
841	0.1121023469
842	0.1119277437
843	0.1117403548
844	0.1116317814
845	0.1115840007
846	0.1113874953
847	0.1112565024
848	0.1112017874
849	0.1110641189
850	0.1109581802
851	0.1108081866
852	0.1107208446
853	0.1104987355
854	0.1103341539
855	0.1101900198
856	0.1100749969
857	0.1098654311
858	0.1097003969
859	0.1095774699
860	0.1094183356
861	0.109256906
862	0.1090720791
863	0.1089427916
864	0.1088605008
865	0.1087170779
866	0.1086295823
867	0.1084413852
868	0.1083909132
869	0.1082745083
870	0.1081921852
871	0.1080887035
872	0.107902446
873	0.1077714451
874	0.1076372114
875	0.1075317011
876	0.1074417728
877	0.1072667494
878	0.1071006484
879	0.1069346444
880	0.1068301605
881	0.1067143214
882	0.1065660331
883	0.1065220671
884	0.106426433
885	0.106219025
886	0.1061393608
887	0.1060382067
888	0.1058995845
889	0.1057356818
890	0.105606362
891	0.1055550818
892	0.1053874614
893	0.105293581
894	0.1051856542
895	0.105084193
896	0.1049678285
897	0.1048288426
898	0.1046606646
899	0.1045352887
900	0.1044675374
901	0.1043411675
902	0.1042228311
903	0.1041160519
904	0.1039509369
905	0.1038130259
906	0.1037251909
907	0.1036504891
908	0.103550321
909	0.1034457805
910	0.1033273471
911	0.1031861629
912	0.1030906176
913	0.1029368174
914	0.1027697385
915	0.10268925
916	0.1025936806
917	0.1025210235
918	0.1023509139
919	0.1022379277
920	0.1021091574
921	0.1020590087
922	0.1019340127
923	0.1018371259
924	0.1017368446
925	0.10164964
926	0.1015127473
927	0.1014057903
928	0.1013640873
929	0.1013058889
930	0.1011874474
931	0.1010432001
932	0.1008743997
933	0.1007473348
934	0.1006621345
935	0.100562031
936	0.1004692983
937	0.1003661802
938	0.1002605244
939	0.100124343
940	0.1000726506
941	0.09994086573
942	0.0997837196
943	0.09963602939
944	0.09949275195
945	0.09938598891
946	0.09932303025
947	0.09919457516
948	0.09908498344
949	0.09902895103
950	0.09892665734
951	0.09876793522
952	0.09867048264
953	0.09856569161
954	0.09844843008
955	0.09824848175
956	0.09812492435
957	0.09803780863
958	0.09792096736
959	0.09776420108
960	0.09765726833
961	0.0974970268
962	0.09733836126
963	0.09725775961
964	0.09719400891
965	0.09711640568
966	0.09706004999
967	0.0969789311
968	0.09686254243
969	0.09667485447
970	0.0965585547
971	0.09646530475
972	0.09645507295
973	0.09634664503
974	0.09623576019
975	0.09613774186
976	0.09608592017
977	0.09591200392
978	0.09583513615
979	0.09574077089
980	0.09562582081
981	0.0954931146
982	0.09536481308
983	0.09530524884
984	0.09522864778
985	0.09516243207
986	0.095065424
987	0.09501542883
988	0.09487336369
989	0.09471213616
990	0.09453906851
991	0.09442019058
992	0.09426569535
993	0.09412346048
994	0.09396797116
995	0.09385584169
996	0.09372968189
997	0.09366156691
998	0.09352134446
999	0.09342064292
